x1
5.890624954064354
26.127050506640845
53.21121709945067
75.3549241808187
99.18624351933445
127.6000998914974
154.8871546111557
181.61386408377376
213.96629409740433
241.3865101155643
274.6071778301951
307.96105865762416
333.90190937384546
362.641929392404
394.51365778856916
426.2501176403137
451.2403230093304
481.1397758148017
498.37523883830795
526.2748406592013
558.1340100825622
577.8415145181593
594.2761228588307
611.3143787435584
625.184506912101
644.1609390566223
660.1309552073282
670.2438084480358
683.41365063641
691.8293304846052
701.2175698709234
711.5350641928482
721.3776185283155
728.5544951259312
728.4757593491091
735.2628345843298
740.1564940982424
745.4448132946749
751.559567044862
751.9978250587669
755.3340214843419
758.8598484403433
756.2744340895129
760.9688601415614
760.673383421175
761.8733069603917
765.1652579187223
767.473982856865
767.82184296489
771.3413439804235
768.4745030889266
