x1
176.13555578057694
475.6322344820145
440.0073331634713
358.55881251794403
240.33827766356637
232.57789453900418
325.29165663364233
442.5240567083431
401.25075028832515
559.0726339482575
560.3670222693905
607.1049706885835
676.4322239948042
700.9655718419762
734.055855188573
796.7118158620812
828.4327852668556
867.1298640635991
901.3137607042318
926.7124210632758
953.7377418736825
979.8529701308083
1000.2320456555584
1018.1922260629466
1037.3024111787868
1060.0857185849482
1061.7312344065688
1087.0375887697746
1084.5703419125812
1103.692884285786
1115.331853674756
1110.0827582179452
1126.7253260544744
1132.0534484958484
1140.217532508937
1139.4008429067583
1143.9912946063114
1150.6718449842988
1146.8137930468324
1154.0784857651752
1163.783048808403
1160.4842056811035
1156.296607692854
1165.2667763065817
1163.4154793515945
1164.1718566338961
1162.690462108475
1168.4962827838076
1167.765048001068
1163.987004015694
1162.9799020627604
